id,name,city,reg,customer
7938-95618,Williamsville Place,Amherst,US,Jeanene Jackson
79470-97520,Stop & Shop-Amityville #550,Amityville,US,Earl Wells
24309-237007,Amityville- Broadway,Amityville,US,Wayne Galinis
70085-136616,Target Amsterdam T-2461,Amsterdam,US,Irene Charpia
7304-1172,Ardsley,Ardsley,US,Edith Randall
14840-129334,31-01 Broadway,Astoria,US,Leonard Bridges
22638-223164,Astoria Blvd & 31st St,Astoria,US,John Drain
9663-97893,35th Ave and 37th St,Astoria,US,Marshall Oldenkamp
7567-18640,31-44 Steinway Street,Astoria,US,Galen Bradshaw
7555-14690,31St St & Ditmars Blvd,Astoria,US,Mary Mims
79465-104047,Stop & Shop-Babylon #543,Babylon,US,Helen Johnson
73906-133727,Waldbaums-Baldwin Harbor-#452,Baldwin Harbor,US,Courtney Miller
76920-135784,Target Batavia T-2382,Batavia,US,James Shives
28680-250157,Teavana - South Shore,Bay Shore,US,Peter Collard
15413-156964,Target Bay Shore T-1148,Bay Shore,US,James Galinis
19833-188585,Macys South Shore Mall,Bay Shore,US,Jeannette Lowry
10284-100403,Bayport,Bayport,US,Richard Gonzales
7391-1676,215th St. & Northern Blvd,Bayside,US,Arthur Eisenberg
13450-106937,251-05 Jamaica Avenue,Bellerose,US,James Lockhart
2782-91102,"Bethpage, Stewart Avenue",Bethpage,US,Mary Mims
76580-100173,Target Big Flats T-2158,Big Flats,US,Phyllis Wing
10286-100066,"Binghamton, Front Street",Binghamton,US,Juan Campbell
47138-246688,Binghamton U at Hinman Dining Hall,Binghamton,US,Lisa Poteet
7486-6847,Hamburg,Blasdell,US,Sarah Wilson
20136-203441,Bohemia- Veterans Mem Hwy,Bohemia,US,Ruth Crabtree
9369-96113,Briarcliff Manor,Briarcliff Manor,US,Carl Rodriguez
7406-1586,Bridgehampton Village,Bridgehampton,US,Amanda Champ
7315-1049,Twelve Corners,Brighton,US,Elizabeth Balas
29721-255066,Eastchester Rd. & Morris Park Ave.,Bronx,US,Sandra Atterberry
29855-255554,Throgs Neck Shopping Center,Bronx,US,Carol Jamerson
25446-241029,161st & Morris Ave,Bronx,US,Katherine White
23265-228866,230th & Broadway,Bronx,US,James Johnson
17829-138153,Manhattan College - Thomas Hall Stu,Bronx,US,Donald Pettit
3863-141165,Target Bronx Terminal T-2475,Bronx,US,James Berry
19872-189465,Fordham Plaza,Bronx,US,David White
7745-26828,Metropolitan Ave & Wood Ave,Bronx,US,Christopher Diaz
76239-88982,Target Riverdale T-1798,Bronx,US,Connie Dingus
11931-106884,235th & Johnson Ave,Bronx,US,Eartha Rhoads
21895-215765,Target Bronx T-2811,Bronx,US,Juan Renwick
9282-95649,225th & Kingsbridge Plaza,Bronx,US,Myrtle Mangiafico
13535-108268,Eastchester Rd & Waters Pl,Bronx,US,Robin Martin
803-2021,Bronxville,Bronxville,US,Herbert Bishop
15465-147769,LIU CW Post,Brookfield,US,John Nicholson
2864-92970,Bay Ridge Pkwy & 3rd Ave,Brooklyn,US,Elizabeth Heinrich
76878-100172,Target Brooklyn College,Brooklyn,US,Cassie Swenson
76240-90427,Target Atlantic Terminal T-1849,Brooklyn,US,Scott Paul
21352-210984,395 Flatbush Ave Extension,Brooklyn,US,Shirley Carpenter
22560-214868,Kings Plaza Mall,Brooklyn,US,Rose Thomas
23836-232524,394 Myrtle Ave,Brooklyn,US,Jena Harrell
16153-155504,Macy's-Kings Plaza #6,Brooklyn,US,Zoila Cooper
7595-14074,Court St & Dean St,Brooklyn,US,Vicki Ramirez
8131-96060,Cropsey Ave & Hart Place,Brooklyn,US,Elisabeth Jackson
7358-1369,Court St & Joralemon,Brooklyn,US,Lester Landry
11807-106578,Smith St & Wyckoff St,Brooklyn,US,Faith Page
19554-200744,164 Park Place,Brooklyn,US,Donna Pfeifer
17224-171944,1417 Kings Highway,Brooklyn,US,Diann Kirgan
13983-114731,1971 86th Street,Brooklyn,US,Brianna Howard
11809-106577,6 Metro Tech at Jay Street,Brooklyn,US,Helen Raphael
23266-228865,Franklin Ave & Eastern Pkwy,Brooklyn,US,Andrew Ketcher
11808-106389,514 86th St,Brooklyn,US,Charles Greene
9721-97945,33-42 Hillel Place,Brooklyn,US,Shirley Fenton
7921-91620,65th St & 18th Ave,Brooklyn,US,Johnny Harlow
23267-228864,Caesar's Bay Shopping Center,Brooklyn,US,Katherine White
17727-179364,Barclays Center,Brooklyn,US,Lori Paxson
16608-169505,348 Fulton Street,Brooklyn,US,Frank Mathwich
28114-237585,Target Brooklyn T-2850,Brooklyn,US,Corey Vil
25334-232868,Lam Group @ Sheraton Brooklyn,Brooklyn,US,Gerald Grant
9368-96106,Main St & Front St,Brooklyn,US,Tracy Owenby
23591-231287,Flatbush Ave & Kings Hwy,Brooklyn,US,Lucy Westbrook
7704-13119,Flatbush Ave Atlantic Terminal,Brooklyn,US,Ellis Woodyard
7646-27128,3rd Ave & 92nd St,Brooklyn,US,Mark Quinn
844-169565,134 Montague Street,Brooklyn,US,Thomas Black
24401-237441,Gold St & Johnson Street,Brooklyn,US,Micheal Schroeder
13262-107296,910 Manhattan Avenue,Brooklyn,US,Patricia Nicholson
3438-93385,607 Brighton Beach Ave,Brooklyn,US,Ada Goddard
22596-222524,154 N Seventh St,Brooklyn,US,Lola Cauthen
18858-191484,Union Ave & Ainslie St,Brooklyn,US,Phyllis Kang
7441-1994,164 7th Avenue,Brooklyn,US,Kristeen Myers
15847-160724,Target Gateway T-1401,Brooklyn,US,Wayne Allen
29856-255547,7th Ave and 9th St,Brooklyn,US,Miguel Degrate
7381-1628,Elmwood Avenue,Buffalo,US,Martin Chauvin
7799-63000,Delaware & Kenmore,Buffalo,US,Charles Stahl
29171-154526,Hyatt Buffalo,Buffalo,US,Brian Dietrich
28439-249800,Teavana - Walden Galleria,BUFFALO,US,George Wallace
7448-6486,235 Delaware Ave,Buffalo,US,Ruth Crabtree
13353-105357,Canadaigua,Canandaigua,US,Rosie Anderson
70083-139594,NY Chittenango Travel Plaza,Canastota,US,Jeffery Richardson
7681-16774,"Carmel, Route 6",Carmel,US,Stanford Morgan
11536-104610,"Rockaway Tpke, Cedarhurst",Cedarhurst,US,Cindi Parks
15617-162705,Target South Setauket T-1191,Centereach,US,Leigh Bruning
7614-28547,Centereach,Centereach,US,Stephen Mccurdy
76582-96831,Target Central Islip T-2102,Central Islip,US,Candida Eidson
7518-12871,Woodbury Commons,Central Valley,US,Joey Tickle
7326-597,Chappaqua,Chappaqua,US,Marcy Souder
27530-244211,Target Cheektowaga T- 1014,Cheektowaga,US,Gertrude Mattern
7949-95619,Walden & Anderson,Cheektowaga,US,Martin Chauvin
7879-194264,Walden Galleria,Cheektowaga,US,Kim Lacasse
23917-234085,Cheektowaga,Cheektowaga,US,Alyssa Brooks
76763-100175,Target Cicero T-2295,Cicero,US,Frank Brixey
17376-180584,Target Clay T-1475,Clay,US,Thomas Acuna
7664-233944,Clifton Park Center,Clifton Park,US,Mack Plante
24840-229888,Price Chopper - Clifton Park  #112,Clifton Park,US,Geraldine Allen
19911-202866,Target Clifton Park T-1477,Clifton Park,US,Frances Mayfield
75888-103954,NY Clifton Springs Travel Plaza,Clifton Springs,US,Megan Klein
2783-88801,"Commack, Crooked Hill",Commack,US,Bobby Kunkel
11811-104574,"Jericho Tpke, Commack",Commack,US,Mark Olsen
15620-162704,Target Commack T-1108,Commack,US,Frank Mathwich
27517-243605,Target Commack T-1387,Commack,US,Donald Newland
20102-145447,Target Copiague T-1147,Copiague,US,Pura Regan
20631-202184,Cortlandt Manor,Cortlandt Manor,US,Lisette Novak
7455-6446,"Deer Park, Rt. 231",Deer Park,US,Raul Harris
14368-112365,"Tanger Outlets, Deer Park",Deer Park,US,Thomas Mcdonough
76673-104724,Target - Cheektowaga/Depew T-2191,Depew,US,Katy Lockwood
7665-42979,"Depew, Transit Road",Depew,US,Galen Bradshaw
11973-100711,Dobbs Ferry,Dobbs Ferry,US,Matthew Mcgeeney
10750-102304,East Amherst,East Amherst,US,Connie Dingus
22262-214484,"Columbia Turnpike, East Greenbush",east greenbush,US,Nathan Burdette
7884-46539,East Hampton Village,East Hampton,US,Courtney Miller
10329-100400,"E. Northport, Larkfield Rd",East Northport,US,Grant Cline
10045-99397,"East Northport, Rte. 25",East Northport,US,Michael Luna
11974-106157,"East Setauket, Nesconset HIghway",East Setauket,US,Melissa Higgins
2787-35599,Queens Center Mall,Elmhurst,US,Piper Brown
17202-177784,Queens Blvd & Broadway,Elmhurst,US,Glenda Ray
28556-250052,Teavana - Queens Center,Elmhurst,US,Booker Spires
13133-113948,Target Queens Place T-1344,Elmhurst,US,Eugenia Perez
28125-248127,Elmira College,Elmira,US,Peter Collard
47681-259008,Target Elmont T-3237,ELMONT,US,Addie Stanesic
2788-3042,Perinton Square Mall,Fairport,US,Ernest Pearsall
17890-171967,Target Fairport T-1195,Fairport,US,Thomas Mcdonough
7397-1675,Farmingdale,Farmingdale,US,Carol Angel
27338-238540,The Plaza at Farmingdale Train,Farmingdale,US,Megan Warren
76137-90418,Target Farmingdale T-1866,Farmingdale,US,Randy Shafer
9485-97017,"Fayetteville, Syracuse",Fayetteville,US,Floyd Robles
10047-98475,"Fishkill, Ransley Square",Fishkill,US,Jody Cook
76351-97134,Target Flushing T-1150,Flushing,US,Donna Mcloughlin
7539-12698,Main St & 41St Ave,Flushing,US,Charles Stahl
9077-145446,Target Flushing T-2451,Flushing,US,Megan Warren
23593-231144,3805 Main St,Flushing,US,Jonathan Flowers
7217-623,7000 Austin Street,Forest Hills,US,Dennis Plascencia
7897-82740,Queens Blvd & 67th Rd,Forest Hills,US,Robert Parker
7349-910,107-12 Continental Avenue,Forest Hills,US,Sherry Hughes
73708-104729,Stop & Shop-Forest Hills #539,Forest Hills,US,Robert Doney
47127-248044,AFFES @ Fort Drum,Fort Drum,US,Phyllis Johnson
7642-32719,"Franklin Avenue, Franklin Square",Franklin Square,US,Michael Saunders
75353-102275,SUNY/Fredonia-Cranston Hall,Fredonia,US,Linda Richburg
47676-259007,Target Freeport T-3236,FREEPORT,US,Dennis Robinson
7296-1042,188th Street & 64th Ave,Fresh Meadows,US,Kelly Shafer
7627-20460,Village of Garden City,Garden City,US,Tina Rowland
18012-182204,Westbury Gallery,Garden City,US,Ruby Capers
28429-249732,Teavana - Roosevelt Field,Garden City,US,Lori Corbin
7746-54939,Roosevelt Field Mall-Lower Level,Garden City,US,Patricia Nicholson
14770-132264,"Garden City, Stewart Avenue",Garden City,US,James Romero
13154-146884,SUNY Geneseo MacVittle College Unio,Geneseo,US,James Legions
832-2026,Glen Cove,Glen Cove,US,Norma Skaggs
10514-101367,"Sea Cliff, Glen Cove Ave",Glen Cove,US,Eric Winslow
11812-106572,Shops at Atlas Park,Glendale,US,Sandra Sass
24895-234264,Price Chopper - Glenmont #196,Glenmont,US,Wallace Drum
18117-171969,Target Glenville T-2805,Glenville,US,Mary English
7464-6466,55 Northern Blvd,Great Neck,US,Dennis Austin
884-203464,Great Neck - The Gardens,Great Neck,US,Susan Cantwell
13451-106956,Center Place Drive,Greece,US,Andrew Campbell
9960-98404,"South Greece, Long Pond & Ridgeway",Greece,US,Alfredo Turner
7331-918,Wheatly Plaza-Greenvale,Greenvale,US,Stacy Toure
19998-178064,"Guilderland, NY",Guilderland,US,Eartha Rhoads
7718-59500,Hampton Bays,Hampton Bays,US,Kenneth Johannsen
72431-5059,New Baltimore Travel Plaza,Hannacroix,US,Stephan Krull
7431-999,Hartsdale Train Station,Hartsdale,US,Jack Chastain
27437-247551,"Hartsdale, South Central Ave",Hartsdale,US,Randall Nichols
75887-103951,NY Ardsley Travel Plaza,Hastings on Hudson,US,Christopher Diaz
7813-74601,Hauppauge - Route 111,Hauppauge,US,Beverley Glover
7360-1050,Henrietta Plaza,Henrietta,US,Lloyd Pecci
28870-251724,"Henrietta, Market Square",Henrietta,US,Grace Patterson
7395-1208,Hewlett,Hewlett,US,Christopher Segura
14784-131067,Hicksville,Hicksville,US,Clifford Cho
76284-90419,Target Hicksville T-1855,Hicksville,US,Tracy Rose
7492-8546,157-41 Cross Bay Blvd.,Howard Beach,US,Jo Bowlin
855-2052,Huntington,Huntington,US,Stephen Cooper
20765-207753,Target Huntington T-2844,Huntington,US,Kelly Towne
7722-194184,"Walt Whitman Mall, LI",Huntington Station,US,Frank Lazarine
28603-249863,Teavana - Walt Whitman,Huntington Station,US,Linda Stice
76676-104742,Target - Irondequoit T-2211,Irondequoit,US,Shelley Vernon
8840-95307,Island Park,Island Park,US,Mary Rivera
23737-231984,"Islandia, NY",Islandia,US,Maria Lovelady
7651-39320,Islip Village,Islip,US,Lynda Neeley
10395-100795,Ithaca on The Commons,Ithaca,US,Christopher Duncan
16922-176606,Target Ithaca T-1508,Ithaca,US,Candice Wade
11932-106159,"College Avenue, Ithaca",Ithaca,US,Agnes Hofman
14317-120366,78-25 37th Avenue,Jackson Heights,US,Mildred Dwyer
75803-97897,JFK - T8 American Air,Jamaica,US,Randall Nichols
70026-105310,JFK T7 Gate 7,Jamaica,US,Micheal Schroeder
3928-138154,St. John's University - Queens,Jamaica,US,Grace Crosby
75953-105307,JFK T1 pre security food court,jamaica,US,Anthony Johnson
70059-105309,JFK T7 Pre Security Ticketing,Jamaica,US,Daniel Montalbo
25116-238021,JFK - T1 Evenings,Jamaica,US,Ernestine Li
21389-212725,JFK T5 Gate 22,Jamaica,US,Frances Mcginnis
25685-242005,89th Ave & Sutphin Blvd.,Jamaica,US,Hazel Reavis
18646-191304,JFK T8 North,Jamaica,US,Lloyd Pecci
2953-93286,Jamestown,Jamestown,US,Helen Bell
7235-643,Jericho,Jericho,US,Sandra Simon
11933-106885,118-24 Queens Blvd,Kew Gardens,US,John Gutierrez
10515-100690,"Kingston, Massa Drive",Kingston,US,Violet King
17280-171968,Target Kingston T-1318,Kingston,US,Sherry Hughes
10046-98654,Smith Haven Mall,Lake Grove,US,Robert Robinson
28633-250019,Teavana - Smith Haven,Lake Grove,US,Irene Charpia
11065-103520,"Lake Placid, Main St",Lake Placid,US,Kimberly Lee
22882-217327,"Lancaster, Regal Center",Lancaster,US,Christopher Segura
7278-601,Larchmont,Larchmont,US,Dorothy Wheeler
7390-1054,"Newton Plaza, Loudonville",Latham,US,Lovie Sorrentino
23901-233644,Latham Plaza,Latham,US,John Edwards
21681-172907,"Price Chopper #138-Latham, NY",Latham,US,Jessica Head
76286-90379,Target Latham T-1915,Latham,US,Ethel Shull
13452-106976,549 Troy-Schenectady Rd,Latham,US,Alfred Harris
9308-96185,Levittown - Hempstead Tpke.,Levittown,US,Charles Stahl
18569-180188,Levittown 2 - Hempstead Tpke,Levittown,US,David Porterfield
15619-162724,Target Levittown T-1264,Levittown,US,Clement Horton
75889-103955,NY Indian Castle Travel Plaza,Little falls,US,Angel Bashir
14240-112064,254-41 Horace Harding Expressway,Little Neck,US,Vivian Bieber
7583-21762,Clay,Liverpool,US,Leah Delatorre
73937-135227,Stop & Shop - Long Beach #2582,Long Beach,US,Clement Horton
7425-1903,Long Beach,Long Beach,US,Cynthia Callaway
22983-224625,Price Chopper - Loudonville #188,Loudonville,US,John Eager
7413-1713,Lynbrook,Lynbrook,US,Virginia Whatley
21639-208889,Price Chopper Malta # 184,Malta,US,Alfredo Turner
7520-3047,Mamaroneck,Mamaroneck,US,Scott Utter
17216-155505,Macy's-Manhasset #5,Manhasset,US,Jody Cook
7246-553,Manhasset,Manhasset,US,Ivan Wortman
29173-252811,66th and Amsterdam,Manhattan,US,Ruby Capers
7861-83522,Manorville,Manorville,US,Joey Strickland
7307-1088,Massapequa Village Square,Massapequa,US,John Rocco
14217-117928,Sunrise Mall,Massapequa,US,Nathan Burdette
13718-107982,Mattituck,Mattituck,US,Lorraine Vinson
9922-98932,"Medford, Route 112",Medford,US,Robert Lee
76412-95718,Target Medford T-1948,Medford,US,Kenneth Terry
79377-97521,Stop & Shop-Medford #583,Medford,US,Joan Starrett
7576-18559,Melville,Melville,US,Bryan Adams
21980-216607,North Melville,Melville,US,Roy Hattley
7302-555,Merrick,Merrick,US,Frances Inouye
19917-202867,Target Middletown T-1296,Middletown,US,Melany Macaluso
13454-106336,"Middletown, Orange Plaza",Middletown,US,Holly Vincent
7844-81481,Miller Place,Miller Place,US,Tracy Owenby
76491-97547,Target Monroe T-2024,Monroe,US,Vickie Maroon
814-2012,Mt. Kisco,Mount Kisco,US,Benjamin Walker
76285-90998,Target Mt Vernon T-1887,Mount Vernon,US,Peter Harrison
76318-95721,Target Mt Kisco T-1954,Mt Kisco,US,Florence Hoffman
11369-104643,Nanuet,Nanuet,US,Fred Williams
28470-250137,Teavana - Shops at Nanuet,Nanuet,US,John Wertman
22187-214245,Simon Properties - The Shops at Nan,Nanuet,US,Christopher Luckett
14795-112405,"Nesconset, Smithtown Blvd.",Nesconset,US,n
14785-128844,New City,New City,US,Diane Hollister
7592-14132,New Hyde Park,New Hyde Park,US,Marie Kelker
79421-96640,Stop & Shop-New Hyde Park #570,New Hyde Park,US,Delbert Rickman
7499-6006,New Paltz,New Paltz,US,Danny Ferguson
25851-231664,SUNY New Paltz Parker Theatre,New Paltz,US,Conchita Bates
73950-96652,Stop & Shop-New Rochelle #529,New Rochelle,US,Mark Olsen
7209-548,Wykagyl,New Rochelle,US,Frank Sampson
23930-227526,Iona College - Student Union,New Rochelle,US,William Hanes
818-227125,80th & Second,New York,US,Kenneth Shaw
14318-119964,Nassau & Fulton,New York,US,Nicole Jagow
7670-36979,49th & 8th,New York,US,Jackie Stansel
7626-33939,Spring and Varick,New York,US,Lowell Glenn
7699-45959,95th & Broadway,New York,US,Myrtle Mangiafico
14092-114824,Macy's 6th Floor,New York,US,Phyllis Johnson
20679-207324,87th & Third,New York,US,Megan Warren
25274-240368,26th between 10th and 11th,New York,US,Lola Cauthen
19890-198365,57th & Eighth,New York,US,Jerry Shrader
14498-121264,88th & Broadway,New York,US,Barbara Drury
21506-212805,99th & Broadway,New York,US,Shawn Keirnan
7407-1674,92nd & Third,New York,US,Tasha Febus
18509-188684,63rd & Lexington,New York,US,David White
7622-22334,15th & 3rd,New York,US,Terry Mares
7769-65280,Macy's 3rd Floor,New York,US,Helene Goddard
7497-8627,Broadway and Bond,New York,US,David Carrell
26286-244212,124th and Broadway,New York,US,Kattie Perkins
8130-93577,34th & Park,New York,US,Ernest Heller
7462-233844,45th & 5th,New York,US,Douglas Mayall
11738-106177,63rd & Broadway,New York,US,Amy Dennis
8965-95114,51st btwn Park & Madison,New York,US,Carol Angel
9239-162565,52nd Btwn Fifth & Sixth,New York,US,Rosaura Boggs
5114-153466,96th & Lexington,New York,US,Paul Vicente
75589-26767,Marriott Marquis - Street Level,New York,US,Debbie Mcdaniel
7557-15836,50th & 2nd,New York,US,Richard Cornelia
28168-250311,46th between 6th and 5th,New York,US,Christopher Pugh
28466-250061,Teavana - Broadway at 81st,New York,US,n
10282-100718,Pearl & Hanover,New York,US,Lindsey Barnes
7255-694,8th & 16th,New York,US,Phyllis Wing
17496-180205,42nd & 9th,New York,US,Susan Cantwell
831-2028,32nd & 2nd,New York,US,Marion Wilson
7375-1557,195 Broadway,New York,US,Linda Richburg
7277-986,23rd & Park,New York,US,Sommer Muriel
7682-50401,76th & Second,New York,US,Travis Ostrowski
20185-203785,23rd & 1st,New York,US,Kenneth Cagle
19862-191464,UNIQLO @ 53rd & Fifth,New York,US,Judy Dubois
7394-1505,81st & Columbus,New York,US,Stephanie Lowery
837-95594,2nd Ave. & 9th Street,New York,US,Phyllis Shaffer
7858-65800,17th & 1st,New York,US,James Galinis
7540-241728,Union Square West,New York,US,Homer Cobian
1379-145445,Target East River Plaza T-2380,New York,US,Christopher Segura
7261-784,Greenwich Ave at Bank St,New York,US,Marc Wilson
7215-142646,47th & Broadway,New York,US,Michael Luna
14442-122904,19th & Park,New York,US,Herman Duran
821-2019,66th & Third,New York,US,Nancy Houston
2784-91104,53rd & Sixth (NE Corner),New York,US,Susan Cantwell
10841-103109,55th & Lex,New York,US,Angela Peak
7465-6649,59th & Columbus,New York,US,Sandra Atterberry
11764-106301,Empire State Building,New York,US,Hazel Quirarte
15685-158204,69th & First,New York,US,Edward Baltimore
14241-118145,NHL store @ 47th & Sixth,New York,US,Kimberly Ferrell
9240-9093,Secure Access: 55th & Sixth,New York,US,Dennis Robinson
14841-127064,Church Street & Murray,New York,US,Barbara Hutchinson
7493-6648,100 Williams Street,New York,US,Christy Smallwood
21690-213064,Starbucks Level 3 Jacob Javits Cemt,New York,US,Richard Gonzales
7244-646,State St & Pearl Streets,New York,US,Darrel Antilla
7696-46039,56th Btwn Sixth & Seventh,New York,US,Phyllis Johnson
9467-97021,43rd & 9th,New York,US,Travis Ostrowski
9241-229444,53rd Inside Park Ave Plaza,New York,US,Apolonia Danley
7860-83021,Trump Tower @ 57th & Fifth,New York,US,Mary Welsh
15461-158185,8th Ave just south of 14th St,New York,US,Marion Wilson
14219-116045,Houston & W. Broadway,New York,US,Megan Warren
29941-255665,63rd & 3rd Ave,New York,US,Tricia Sands
75194-74840,New York University,New York,US,Kimberly Strefeler
7851-80623,"Penn Station by A,C,E",New York,US,Frankie Yocom
7474-7588,93rd and Broadway,New York,US,Wanda Goldberg
7801-52999,41st & Madison,New York,US,James Legions
7506-6650,42nd btwn 3rd & Lex,New York,US,William Bryant
7352-920,86th & Columbus,New York,US,George Satterthwaite
7608-22381,48th & Lex,New York,US,Denise Matthews
26028-243049,33rd btwn 5th & 6th,New York,US,Mack Plante
7792-59799,27th & 6th,New York,US,Madeleine Abramson
15751-162574,W Broadway & Leonard Street,New York,US,Lynda Neeley
7890-85122,42nd & 8th,New York,US,Laura Pistilli
7675-44919,14th & Sixth,New York,US,Joel Garza
11736-106179,49th & Madison,New York,US,Raul Harris
26528-244444,6th between 39th and 40th,New York,US,Agnes Hofman
16255-162586,3rd St & First Avenue,New York,US,Phyllis Wing
22420-220645,43rd & Lex,New York,US,Laura Fulton
14601-126966,125th & Adam Clayton,New York,US,Grace Roth
8614-93967,58th & Eight,New York,US,Georgia Baker
11648-105796,145th & Bradhurst,New York,US,Nila Anderson
48117-261426,1st btwn 53rd & 54th,New York,US,Napoleon Banks
7709-53019,76th & Columbus,New York,US,Alison Butler
11765-106302,58th & Sixth,New York,US,Steven Juul
7698-59480,57th & Seventh,New York,US,Lily Pruitt
48069-251745,JP Morgan New York Plaza - 14th FL,New York,US,Hattie Armon
17452-180204,25th & Lex,New York,US,Scott Utter
7222-594,42nd & Madison,New York,US,Lowell Glenn
13455-107574,42nd & 2nd,New York,US,Clifford Cho
18777-195025,Manhattan Mall 1st Floor,New York,US,William Bryant
25348-240404,110th & Manhattan,New York,US,Florencio Allred
849-2059,Park Row at Beekman St,New York,US,Henry Fick
3421-93578,West 23rd and 8th,New York,US,Laura Fulton
25139-240084,93rd & Second,New York,US,Frank Brixey
20763-207924,60 Wall St,New York,US,Sarah Robertson
13539-107570,23rd btwn 5th & 6th,New York,US,Linda Richburg
7587-18379,24th & 6th,New York,US,Henry Bradford
2785-89743,47th & 8th,New York,US,James Galinis
26188-243831,Columbus Circle Subway,New York,US,Marion Goins
11934-106845,Broadway & Canal,New York,US,Betty Sanabria
19030-193844,49th & Park,New York,US,Jama Pierce
7263-890,43rd & 8th,New York,US,Pamela Ruggiero
823-2018,78th & Lexington,New York,US,Faye Burrus
7640-30819,181st & Fort Washington,New York,US,Jaime Stockman
854-2051,Spring Street at Crosby St,New York,US,Lauren Gill
7898-84140,42nd & Park,New York,US,Sommer Muriel
7344-1271,60th and Broadway,New York,US,Garth Townsend
7611-32699,40th & Lex,New York,US,Homer Cobian
7282-987,49th & Seventh,New York,US,Frank Brixey
7341-1273,23rd & 3rd,New York,US,Mary Milton
7558-15834,96th & Madison,New York,US,Sharon Dodge
13538-107927,28th & 7th,New York,US,Tammy Peterson
17505-180084,Macy's 2nd Floor,New York,US,Madeleine Abramson
7386-1642,111th & Broadway,New York,US,Ida Chery
7403-1712,35th & 7th,New York,US,Terrell Palka
14441-122925,118th & Frederick Douglas Blvd.,New York,US,Luella Whitis
10279-100661,56th & Sixth,New York,US,Kathy Reynolds
17478-177844,58th Btwn Madison & Fifth,New York,US,Johnny Harlow
17795-180024,13th & 1st,New York,US,Yvonne Nichols
7577-13827,45th & Park,New York,US,Cindi Parks
7446-2301,34th & 7th,New York,US,Jennifer Hernandez
7370-1274,48th & 3rd,New York,US,Gary Smith
18860-193548,28th & 3rd,New York,US,Raymond Wilson
7560-14070,Broadway at Barclay Str,New York,US,Harold Reyes
7342-1192,41st & 3rd,New York,US,Bert Martinez
9237-8938,165 Broadway - 1 Liberty,New York,US,Bonnie Wilbanks
7566-13122,Broadway & Reade,New York,US,Daniel Gonzalez
7920-88803,2 Broadway,New York,US,Mattie Graham
8615-93968,55th & Seventh,New York,US,Pamela Collins
8770-94772,80th & York,New York,US,David Agudo
25849-239047,ABC 77 West Cafe,New York,US,Michael Hans
7427-1917,29th & Park,New York,US,Tomas Crespo
20154-203326,99 Wall Street,New York,US,John Yamashita
839-2033,81st & Broadway,New York,US,Rosie Sumrall
825-2037,Lafayette & 8th Street,New York,US,Jeannette Lowry
11737-106178,44th & Madison,New York,US,Jason Day
7761-59819,52nd & Lex,New York,US,Robin Anguiano
7470-8467,35th & 8th,New York,US,Lindsey Barnes
7501-9812,52nd & 8th,New York,US,Susan Curtis
7317-1191,73rd & Columbus,New York,US,Linnea Mitchell
7238-645,Broadway Btwn 37th & 38th,New York,US,Garth Townsend
14218-103631,103rd & Broadway,New York,US,Daniel Etheridge
11649-105788,Hudson & King,New York,US,Tricia Sands
47020-256344,Brookfield Place 2,New York,US,Wade Hughes
7216-592,87th & Lexington,New York,US,King Laberge
7416-834,55 Broad Street,New York,US,Wesley Veilleux
75271-97781,Javits Convention Ctr Taxi North,New York,US,Kevin Murphy
8812-95025,39th & Park,New York,US,Addie Stanesic
9244-9097,43rd & Madison,New York,US,Linda Orr
9722-97890,31st & 6th,New York,US,Jerry Machesky
7800-67600,Grand Central,New York,US,Shawn Keirnan
9238-193184,Brookfield Place 1,New York,US,Jeffrey Psuik
7398-1655,Water & Whitehall Streets,New York,US,Stanford Morgan
20161-203724,Macy's Mezzanine,New York,US,King Laberge
7575-13125,43rd & 3rd,New York,US,Susan Cantwell
852-2047, 51st & Broadway,New York,US,Rose Bailey
24485-237984,53rd & 3rd,New York,US,Veronica Klein
10693-102303,58th btwn 3rd & Lex,New York,US,John Marrs
7684-40482,Broadway & Grand,New York,US,Freda Gomez
7378-939,Union Square East,New York,US,Peter Harrison
16676-158184,Port Authority South Wing,New York,US,Timothy Herren
28382-250254,Teavana - Manhattan Project,New York,US,Daniel Smith
9242-9095,44th & Lex,New York,US,Paul Hohlstein
9439-96684,84th & Third,New York,US,Molly Coriell
7525-12712,57th & Lex,New York,US,Robert Martinez
10044-99132,Allen & Delancey,New York,US,Jane Jackson
7586-26827,19th & 8th,New York,US,Dennis Reno
21252-210045,239 Bleecker St,New York,US,Lisa Poteet
8992-233044,54th and Broadway,New York,US,Flossie Henderson
7781-50879,Lafayette & Worth,New York,US,Frankie Yocom
7511-12733,39th & 7th,New York,US,Raymond Baillie
7466-6651,Chambers and West Broadway,New York,US,Tom Berhe
10784-103069,35th & 5th,New York,US,Jason Day
7612-22336,60th & First,New York,US,Donald Martin
11650-105785,Hudson & 10th,New York,US,Gary Gilliam
20259-184464,6th Ave at Walker Street,New York,US,Alejandro Escobar
817-2015,75th & First,New York,US,Raymond Baillie
7673-15896,52nd & 7th,New York,US,Hazel Reavis
7711-46019,15th & Ninth,New York,US,Robert Gandy
29940-255942,85th & Madison,New York,US,Amanda Champ
10751-100660,Roosevelt Island,New York,US,Mack Plante
7878-83763,Pearl & Maiden,New York,US,Isiah Swift
